Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2015-05-01T00:45:00+00:00,,,52.487458,-2.020677,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-01T00:45:00+00:00,,,52.487458,-2.020677,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,False
Person search,2015-05-01T08:22:00+00:00,,,52.632663,-1.918708,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T09:20:00+00:00,,,52.482452,-1.809239,,25-34,Mixed - White and Asian (M3),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2015-05-01T09:33:00+00:00,,,52.479597,-1.805953,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-01T10:19:00+00:00,,,52.580630,-1.985553,,over 34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T11:37:00+00:00,,,52.496306,-1.778777,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,True
Person and Vehicle search,2015-05-01T12:10:00+00:00,,,52.572665,-1.988920,,over 34,Asian or Asian British - Indian (A1),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,True
Person search,2015-05-01T12:28:00+00:00,,,52.573942,-1.991207,,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,True
Person and Vehicle search,2015-05-01T13:13:00+00:00,,,52.581438,-1.977643,,over 34,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T13:55:00+00:00,,,52.612923,-2.165720,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect summonsed to court,False,False
Person and Vehicle search,2015-05-01T14:54:00+00:00,,,52.574984,-1.980376,,,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T15:05:00+00:00,,,52.587875,-1.814081,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,True
Person search,2015-05-01T15:05:00+00:00,,,52.587875,-1.814081,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,True
Person and Vehicle search,2015-05-01T16:06:00+00:00,,,52.514554,-1.860469,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2015-05-01T16:06:00+00:00,,,52.514554,-1.860469,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T16:15:00+00:00,,,52.587777,-1.988444,,25-34,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender given penalty notice,False,False
Person search,2015-05-01T16:24:00+00:00,,,52.466963,-1.809659,,25-34,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False
Person and Vehicle search,2015-05-01T16:32:00+00:00,,,52.602745,-1.990433,,18-24,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2015-05-01T16:58:00+00:00,,,52.495217,-1.985640,,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person and Vehicle search,2015-05-01T16:58:00+00:00,,,52.495217,-1.985640,,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person and Vehicle search,2015-05-01T17:24:00+00:00,,,52.481980,-1.850176,,25-34,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T17:47:00+00:00,,,52.481417,-1.894661,,over 34,Black or Black British - African (B2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2015-05-01T17:56:00+00:00,,,52.591705,-1.985313,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T18:27:00+00:00,,,52.525622,-2.065753,,10-17,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2015-05-01T18:40:00+00:00,,,52.508995,-2.097641,,10-17,White - Any other White ethnic background (W9),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T19:06:00+00:00,,,52.565796,-2.131788,,,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person and Vehicle search,2015-05-01T19:52:00+00:00,,,52.562696,-2.065897,,over 34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2015-05-01T21:02:00+00:00,,,52.541660,-2.045606,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-01T21:23:00+00:00,,,52.434453,-1.814079,,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-01T22:59:00+00:00,,,52.475571,-1.914403,,10-17,Asian or Asian British - Any other Asian ethnic background (A9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person and Vehicle search,2015-05-01T23:10:00+00:00,,,52.375226,-1.777149,,18-24,Mixed - White and Black Caribbean (M1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-01T23:10:00+00:00,,,52.375226,-1.777149,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-01T23:10:00+00:00,,,52.375226,-1.777149,,18-24,Mixed - White and Black Caribbean (M1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2015-05-01T23:10:00+00:00,,,52.375226,-1.777149,,,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-02T00:15:00+00:00,,,52.558210,-1.826788,,18-24,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T00:40:00+00:00,,,52.566035,-1.823099,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T00:40:00+00:00,,,52.562923,-1.822462,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T03:42:00+00:00,,,52.598762,-1.983274,,over 34,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-02T08:25:00+00:00,,,52.476132,-1.885707,,25-34,White - Any other White ethnic background (W9),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-02T08:29:00+00:00,,,52.477143,-1.890814,,,Mixed - White and Black Caribbean (M1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2015-05-02T08:30:00+00:00,,,52.587298,-2.124679,,18-24,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T08:30:00+00:00,,,52.587298,-2.124679,,18-24,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,Nothing found - no further action,,False
Person search,2015-05-02T08:30:00+00:00,,,52.587298,-2.124679,,25-34,Mixed - White and Black Caribbean (M1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T08:30:00+00:00,,,52.587298,-2.124679,,18-24,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T08:30:00+00:00,,,52.587298,-2.124679,,25-34,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:11:00+00:00,,,52.412036,-1.889357,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person and Vehicle search,2015-05-02T11:15:00+00:00,,,52.412036,-1.889357,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:20:00+00:00,,,52.471857,-2.108585,,25-34,Mixed - Any other Mixed ethnic background (M9),Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,25-34,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,25-34,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,25-34,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,18-24,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,Nothing found - no further action,,False
Person search,2015-05-02T11:25:00+00:00,,,52.589572,-2.125276,,over 34,White - White British (W1),,Criminal Justice and Public Order Act 1994 (section 60),Controlled drugs,Nothing found - no further action,,False
