Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2015-07-31T23:00:00+00:00,False,,50.833545,-0.780972,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.819442,-0.138934,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.819260,-0.132609,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.769130,0.285107,Female,over 34,Mixed - Any other Mixed ethnic background (M9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Offender cautioned,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.819646,-0.130351,Male,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.798349,-0.679520,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.829917,-0.106964,Male,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.815872,-0.485882,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,OP INGRAM,50.842762,-0.146884,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2015-07-31T23:00:00+00:00,True,Ingram,50.836686,-0.142566,Male,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.815872,-0.485882,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.761165,0.281712,Female,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.798349,-0.679520,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,op ingram,50.820617,-0.132584,Male,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,False,,50.804716,-0.684266,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,True,False
Person search,2015-07-31T23:00:00+00:00,True,OP INGRAM,50.839078,-0.149317,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,True,op ingram,50.815991,-0.113916,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,Op Ingram (Pride),50.819097,-0.136492,Male,10-17,Black or Black British - African (B2),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect summonsed to court,False,False
Person search,2015-07-31T23:00:00+00:00,True,Op Ingram (Pride),50.819097,-0.136492,Male,18-24,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,Op Ingram,50.825054,-0.135573,Male,18-24,Not Stated (NS),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,False,False
Person search,2015-07-31T23:00:00+00:00,False,,50.819442,-0.138934,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,False,,50.819896,-0.131931,Male,25-34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.821123,-0.136667,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,51.160981,-0.176852,Male,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,False,,50.784133,0.324641,Male,18-24,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.840333,-0.143969,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.840333,-0.143969,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.840333,-0.143969,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.818899,-0.126945,Female,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,OP INGRAM,50.836686,-0.142566,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2015-07-31T23:00:00+00:00,True,INGRAM,50.841533,-0.144802,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Offender cautioned,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,False,,50.878376,0.533132,Male,25-34,White - White British (W1),White,,Controlled drugs,Offender cautioned,True,False
Person search,2015-07-31T23:00:00+00:00,True,INGRAM,50.841533,-0.144802,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Offender cautioned,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.767472,0.291195,Female,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.766339,0.289821,Male,10-17,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,51.063245,-0.329704,Male,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,51.063759,-0.330399,Male,10-17,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,51.063759,-0.330399,Male,10-17,White - White British (W1),White,,Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,INGRAM,50.820617,-0.132584,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.970019,0.096111,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.970019,0.096111,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.969405,0.096767,Male,25-34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.820334,-0.136230,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.820617,-0.132584,Male,25-34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,False,,50.968527,0.097098,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person search,2015-07-31T23:00:00+00:00,True,n/a,50.974463,0.098590,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
Person and Vehicle search,2015-07-31T23:00:00+00:00,False,,50.878376,0.533132,Male,25-34,White - White British (W1),White,,Controlled drugs,Suspect arrested,True,False
Person search,2015-07-31T23:00:00+00:00,True,INGRAM,50.820486,-0.131127,Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,True,False
