Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
60ca440690e9cd0aed6eeaddec5f726098d8a8f52ee1f9f8beebacbacf531684,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.446229,52.085821,On or near CHELMER ROAD,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
89fc2f8a09408de01a46579b6169b22ee5b138382ba7fb609ab73ff0f12ebb17,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.748397,52.482753,On or near ST PETER'S STREET,E01030246,Waveney 004A,Investigation complete; no suspect identified
d6f81413f00f7c77d85a21802ba9e95a60418c2f314f4b23e14d81d50bad20df,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.127847,52.074290,On or near CASTLE ROAD,E01029976,Ipswich 002D,Investigation complete; no suspect identified
4c6490a29dbe058c480e13bf774759f77ea88bc89353920deb18d37bbc3a96eb,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.748397,52.482753,On or near ST PETER'S STREET,E01030246,Waveney 004A,Investigation complete; no suspect identified
732ae0bc8582b4335d1aff951d50b097bd4ff9dd4c237e4eed7da851e6868791,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.748397,52.482753,On or near ST PETER'S STREET,E01030246,Waveney 004A,Investigation complete; no suspect identified
370f6d7e9a164bcb673fc1ad6902e5d7249115130efc428b62b5d8cdfc4db680,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.962666,52.048415,On or near LADY LANE,E01029892,Babergh 004A,Investigation complete; no suspect identified
90227513f59eafda6a25bbdc613fce1a0100d1be70e9faf1fb0401448fa07222,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.753703,52.478276,On or near POLICE STATION ROAD,E01030249,Waveney 004C,Investigation complete; no suspect identified
2ef745df743c98dff54b8b50598035311434a02c9401a74195983f5af00df16d,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.994274,52.190226,On or near TYDEMANS COURT,E01033317,Mid Suffolk 010G,Investigation complete; no suspect identified
9d849f079c799cded5e91de6ff843cd242cbecae6060c1792d51a56c7cde8740,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.052097,52.154442,On or near THE PIGHTLE,E01030061,Mid Suffolk 011C,Investigation complete; no suspect identified
b92b404d341247d03f980f1a4bfcc264f5073bdcee27806acb0f94bbba0c0e32,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.435750,52.086128,On or near BROAD STREET,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
57d91650e39746a3fbf43c8eebc54761790f7c6cc7c9c9b20ac90cfbb50b719f,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.583073,52.203579,On or near SOUTH CLOSE,E01030187,Suffolk Coastal 004C,Suspect charged
b29b026412ee5206e0c5a9b333a4d75d0aca76d6ecb77b37c712f0d8725d9ea9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.725886,52.465169,On or near DELIUS CLOSE,E01030291,Waveney 008E,Investigation complete; no suspect identified
88112b9041e1b718b6d054bc5736d5b2742dea22282c09a15314b35f642ea9ce,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.595910,52.450416,On or near SAMFORD COURT,E01030294,Waveney 011E,Investigation complete; no suspect identified
4eaec6aeba96736d852562e4519b7909f3cee156820d63a294bc1a673cf3e608,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.153629,52.044975,On or near SINCLAIR DRIVE,E01033122,Ipswich 012F,Investigation complete; no suspect identified
22746467ccaa55165f7398a921dd31e940fab9260546e11a9848233a69e5aa1a,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.524618,52.408572,On or near Sports/Recreation Area,E01029942,Forest Heath 002C,Investigation complete; no suspect identified
ebab1e4aa8ceb23dac41b9deef9b0e221eec7ba8079e50d61196572dd392f3ce,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.185426,52.062800,On or near RUSHMERE ROAD,E01029999,Ipswich 004C,Investigation complete; no suspect identified
8aca3da4ed73ee57c26d37cde9cee6600dbb70ca161c97e4f9f58e59a00cf1b0,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.121022,52.040061,On or near SANDPIPER ROAD,E01030017,Ipswich 015A,Investigation complete; no suspect identified
cd7585208972abd2a93ea17eaba78f1abc5c05f3b69f29e3451c33c8a3321952,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.154549,52.060096,On or near WILLIAM STREET,E01030025,Ipswich 006D,Investigation complete; no suspect identified
41c874229e2e4c29354184326e19a2c6a67c8e2c1f666f617126de843fe4e9ba,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.069771,52.098941,On or near VALLEY ROAD,E01030042,Mid Suffolk 012A,Investigation complete; no suspect identified
bae9b76506f08736079333e35b3b755eecda96ec494cf250d6b00e6ed6b55568,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.996338,52.186315,On or near KENSINGTON ROAD,E01030071,Mid Suffolk 010B,Investigation complete; no suspect identified
bd363211b1a46cc975119fec3462fc3af045bd5e2992d975a0980675200804a9,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.436384,52.083831,On or near LOWER DOWNS SLADE,E01030112,St Edmundsbury 012D,Investigation complete; no suspect identified
ab400a3a8720cee59bd0f21b20191afec088d31a97ca250e2b76feab000cf25d,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.423156,52.091037,On or near ROWAN CLOSE,E01030118,St Edmundsbury 013D,Investigation complete; no suspect identified
7cd61cf5c88b399e25f4f3ecb208d2845e81f6ef3b47dd90fc3520db86332258,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.451232,52.106256,On or near MOOR PASTURE WAY,E01030151,St Edmundsbury 011C,Investigation complete; no suspect identified
ee1e9e7f1306f08fbcfbe07407bd01d8f5166d5c076d8cfba4a598dba1c14b24,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.196449,52.149221,On or near HELMINGHAM ROAD,E01030200,Suffolk Coastal 006B,Investigation complete; no suspect identified
d75b83b65c4919a65d24ad6959208fabae3f6987f849e0ba95c13f52de8a24f7,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.754237,52.479707,On or near ARNOLD STREET,E01030249,Waveney 004C,Investigation complete; no suspect identified
1fc15c0eec98fbd0d9c257248c4973edd1e3eb1e85994b7eae140ddb57ea7b9b,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.995590,52.188897,On or near Supermarket,E01033317,Mid Suffolk 010G,Investigation complete; no suspect identified
4c2c176e8b659f84397059f2e83b513c8ae049a662a359ff88f437117098fc1a,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.626813,52.443969,On or near HEATH ROAD,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
73d64c8923e9508bc567969ae03ffe38f0fc1039bb420788183f1073074a30dd,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.405501,52.245169,On or near Shopping Area,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
e428db6f1eb4da85934725e9e304304479ad17a5f838b4d1d8d8985bbe735bd9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.143331,52.061170,On or near GAYE STREET,E01030024,Ipswich 006C,Investigation complete; no suspect identified
f270516acc735ed084562578931c8fa42813914be087b40cf19c49b5f4040336,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.118436,52.072651,On or near AGATE CLOSE,E01030028,Ipswich 003B,Investigation complete; no suspect identified
31dfda2eaf98eea32fd775201f6a135815919b91b0219e550bf71b81f5c3d42f,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Investigation complete; no suspect identified
455a1fa96349774cfe075020ceff20739811a9f15a3f991978288c1c2efbbb99,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.064003,52.112141,On or near Park/Open Space,E01030041,Mid Suffolk 011A,Investigation complete; no suspect identified
6b3c45309db0d1074582f1431fa54b119da674b75de94d18c1089159c157ae13,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.701510,52.258088,On or near BEETONS WAY,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
ace9bccb7e092a98b818b121a21f7bbf222f0fb25a7384ac519d26205ea495c1,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.350482,51.962437,On or near HIGHFIELD ROAD,E01030165,Suffolk Coastal 015C,Investigation complete; no suspect identified
39c1a4a24e9382d52454b57699580dfdea0d96ff39e1dc4c58d4facd0a438784,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.442986,52.448739,On or near Sports/Recreation Area,E01030230,Waveney 013A,Investigation complete; no suspect identified
374092b186a009488341799cffd0252497368bbe2665a7a06ecaa8317724feb4,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.751459,52.499494,On or near CORTON ROAD,E01030240,Waveney 001A,Investigation complete; no suspect identified
f17f75128f649bf2e1ac3f8dbd0f9e5f75d81a5de6dc8b976c02b3e692cb2248,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.668395,52.434246,On or near CHAPEL ROAD,E01030295,Waveney 014D,Investigation complete; no suspect identified
270108bd6a6381d7aa8d41e6e87652e961c82faf8abdf29055c01bd3a9b19e6e,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.490605,52.379296,On or near BREACH DROVE,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
c8cc65bcb655565039b8e672bf91abeeddb5d58018fb1f87108c6dfe1ccb5ae7,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.715574,52.250580,On or near CADNEY LANE,E01033049,St Edmundsbury 009G,Investigation complete; no suspect identified
70e6f86b45a6a1687f0550f87e7da47e9bc419cafc31306dd16dba4f0c6fbc51,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.051591,52.156029,On or near CONSTITUTION HILL,E01030061,Mid Suffolk 011C,Investigation complete; no suspect identified
ec262b1565076c0bd42fdfb1e810fe9443868ad8bd744543e74a40ced8e1341b,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.189751,52.045891,On or near ASCOT DRIVE,E01029995,Ipswich 014C,Investigation complete; no suspect identified
674c9f113cd93b6081643e45f81d197dc12fd4d4037e939c2399b929984790da,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.138716,52.066320,On or near NORWICH ROAD,E01030009,Ipswich 005C,Investigation complete; no suspect identified
c01111c4dcfe39483b2ae5fd2c96c8bc2304cf1dd862da0d856e06a1e63742b2,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.154102,52.060999,On or near FONNEREAU ROAD,E01030025,Ipswich 006D,Investigation complete; no suspect identified
394335814411f3ffc210e56cf87bcf2718351f500df72490da51aac7266d792c,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.117972,52.069138,On or near ADAIR ROAD,E01030030,Ipswich 003D,Investigation complete; no suspect identified
bfcde2e6b361875bc628da43ba22082142685d8380b329ac6cdad748e298d1f4,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.079423,52.328665,On or near ROBINSONS CLOSE,E01030055,Mid Suffolk 002C,Investigation complete; no suspect identified
20acdd353fea4d6c1d6e71794da89003ea7c95c314a3a848153cd9acf84b3749,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.415273,52.080777,On or near STRAWBERRY FIELDS,E01030116,St Edmundsbury 013B,Investigation complete; no suspect identified
9fa21e388db4d774f975b137d87bf45e09c951848ecccdc6d640133bbbb729ac,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.328390,51.970224,On or near REEDLAND WAY,E01030169,Suffolk Coastal 014D,Investigation complete; no suspect identified
fc0604c094fcdfda72f10434b1d28fed64ee31876f13642dca49a1e454d1b43e,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.568675,52.207695,On or near WATERLOO AVENUE,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
6b62531ddf03b71a4b9908b9897901358dfec67da90236b5fe67987ebe15c157,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.318056,51.977981,On or near SECOND AVENUE,E01030216,Suffolk Coastal 012D,Investigation complete; no suspect identified
37f00c18a415de793d594f3aa692097a01aca0480f66000d0340b0f3439b1e85,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.420852,52.354560,On or near Park/Open Space,E01032526,Forest Heath 003I,Investigation complete; no suspect identified
bf1b83642a23f2901514eadfac5ce40656e3e40a1237367c579ef27252308006,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.155995,52.058268,On or near Nightclub,E01033129,Ipswich 007H,Investigation complete; no suspect identified
79d6880618035d38206adb10544624cee87584a0f872d06cb3bfa784525c2288,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.408410,52.244525,On or near Shopping Area,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
55f8dd7b23583677f1c8f51e788a3776c80ad70d74ab8c0c17591060b00a5acf,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.125455,52.041095,On or near Pedestrian Subway,E01030018,Ipswich 015B,Investigation complete; no suspect identified
55d21e407c83f254efff8f10be2cd714a0487694d537934745996f7043e10b21,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.140195,52.061406,On or near RENDLESHAM ROAD,E01030023,Ipswich 006B,Investigation complete; no suspect identified
c04f4d8bf9469c94087285f62cd2ec083bfbba6e7894af3770b311784b200797,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.130907,52.067751,On or near PUTNEY CLOSE,E01030026,Ipswich 006E,Investigation complete; no suspect identified
a9d8589d5b126da0b0675f74fa482865cff74c7b5225442d83a418d13e8c24e0,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.071192,52.246930,On or near HOBBIES LANE,E01030059,Mid Suffolk 005C,Investigation complete; no suspect identified
d38717fbdb59f7d807666800d5b00e5aa0ecb9592b886029d7629d95f9d26a6b,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.425184,52.080519,On or near YORK ROAD,E01030115,St Edmundsbury 013A,Investigation complete; no suspect identified
492dd1a5cbad7911001094d86aa35424f1c49bd40a336d8ef37dfb15cc27d63b,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.690857,52.252783,On or near A14,E01030140,St Edmundsbury 003D,Investigation complete; no suspect identified
240c88fec653b8fd81fdb422efa698d85124185c30c6b17710fb3c5eec8ff115,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.350888,51.960258,On or near BENT HILL,E01030162,Suffolk Coastal 015A,Investigation complete; no suspect identified
2bab4262b3431570abdd7f33b4c4602a323c063ab31539c615a9c331878323a5,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.340059,51.965981,On or near SHRUBBERY CLOSE,E01030164,Suffolk Coastal 013E,Investigation complete; no suspect identified
2945ff74f12dd84a2950d5e6ed62a5c00898d02a2f285877056a3e190fa00904,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.754126,52.477876,On or near LONDON ROAD NORTH,E01030247,Waveney 007A,Investigation complete; no suspect identified
00bf92096ed444966f214d839bc532e3240d928661a7eec3a6a4c6004ee0b229,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.749685,52.476757,On or near RISHTON ROAD,E01030250,Waveney 004D,Investigation complete; no suspect identified
72897723091c23bd83d6e9e0a42b31bfd94fbea40742ade8dea426d90c4d7144,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.017916,52.183660,On or near Petrol Station,E01033319,Mid Suffolk 010H,Investigation complete; no suspect identified
3e4d6981c8740261a9383bbd45f93714813850f7cc2d1d8072dc7a0c18a0d6ae,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.191676,52.054266,On or near REGINA CLOSE,E01030004,Ipswich 008C,Investigation complete; no suspect identified
1629b0d09d57724a75877a210c1d9662d70d9d0a6b28aa57209d1c9e3c37ea58,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.112915,52.077006,On or near FODEN AVENUE,E01030031,Ipswich 003E,Investigation complete; no suspect identified
9ec4c04aba3c36268033cfd09a16b5ae61dfba1b09e17f258b304f4281a44bc9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.134140,52.085141,On or near Supermarket,E01030035,Ipswich 001D,Investigation complete; no suspect identified
7e80205ddafd3ef82cf281085cb443d948c09dbafa6210c23b87d067958112f9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.135734,52.083515,On or near PARNELL ROAD,E01030036,Ipswich 001E,Investigation complete; no suspect identified
4e333ef1f1ecf74385c40ca8da6519216aae0fb4409f148dd5ec069248b3e858,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.012021,52.264347,On or near ELM WAY,E01030038,Mid Suffolk 005B,Investigation complete; no suspect identified
b2d9329c87fe7fd2fac2ed62c1e386f2e59a2fb2e499a38aabf23bf005240d8d,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.903369,52.239282,On or near PARNELL LANE,E01030051,Mid Suffolk 006A,Investigation complete; no suspect identified
dc363e36907090caa514650acd21f3ce0dcb697706f5a5d2ce7447f9be8822ca,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.429309,52.073429,On or near HOMEFIELD ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
4ee09bcb8d846d15c217bcbb69aab6fe20a482cc15f6ee247c66970070589f5a,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.429309,52.073429,On or near HOMEFIELD ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
90cd0413b14974694816ac4adc00cb342fb0d5f45bfc9609fccefb17d132faf0,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.239758,52.057432,On or near WALKER CHASE,E01030179,Suffolk Coastal 009A,Investigation complete; no suspect identified
102f50e93b27d8f5bb0b25f935c0d793c8eeec3581765ae7761dbffbf41406b9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.713857,52.451219,On or near COVERDALE,E01030239,Waveney 012A,Investigation complete; no suspect identified
09ab3908a38a06c7afd6a01cd268b4f5bdfa8a6b422c18fd6c382d2810e2a0d0,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.691958,52.532337,On or near BLACKSMITH'S LOKE,E01030259,Waveney 001D,Investigation complete; no suspect identified
b799884126f9c89d30858265bd2bef48b7df01d82516f572b543270c28ed32b7,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.409855,52.244693,On or near ROUS ROAD,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
fa6643d9c988bc28f4c16378d17b5ac4bd30cece01f6e449090eacae5f40ce7f,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.187086,52.051692,On or near Supermarket,E01030006,Ipswich 008E,Investigation complete; no suspect identified
df5dc1eadfbc775355b7b6de3ba1a2eb9ae25986aeff4d6c1e910cc584038e10,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.146182,52.063747,On or near ANGLESEA ROAD,E01030025,Ipswich 006D,Investigation complete; no suspect identified
6611d83d1d7d54cb9e07d70cc29750633b1453edd536d024a993752420c3b2d6,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.981020,52.199015,On or near SHAKESPEARE ROAD,E01030075,Mid Suffolk 009D,Investigation complete; no suspect identified
4e487e710e922a6955eb5bc5c974a1c1ef7c226495bf90096f3345ff214c36c6,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.580467,52.206492,On or near Parking Area,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
ce55ae660c2c180e2cd525fd4cc08b5e16416dcfc7e3ea9f108e855b85c599fc,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.266992,52.062544,On or near WHINFIELD COURT,E01030191,Suffolk Coastal 010D,Investigation complete; no suspect identified
f5cb692c7af367e569c7ecd3bf7cb0aa503fb71544a5cfe57558d0b09ca9e6f6,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.208668,52.036706,On or near Supermarket,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
ccccf0b2f7023ead09414891927cfeecf720fe6b371da5d442ce3a41e3c74c3d,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.213221,52.141129,On or near Further/Higher Educational Building,E01030200,Suffolk Coastal 006B,Investigation complete; no suspect identified
866416aecdceb577bc9625d6e265c2786be2a83543829207ad1af93c9426f9c7,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.690595,52.444357,On or near FAIRHEAD LOKE,E01030236,Waveney 009B,Investigation complete; no suspect identified
071c3bed4657c785fe22eeecccb71514e642ecbb5c7308fa13b2d802db7c03eb,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.753865,52.485539,On or near PARK ROAD,E01030248,Waveney 004B,Investigation complete; no suspect identified
e013f954f39b37835f2c3ec33260c2914bf6a3dff5cea6d6e5dda2e45c296fdc,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.749880,52.475069,On or near BEVAN STREET EAST,E01030250,Waveney 004D,Investigation complete; no suspect identified
4e7e7bea41a36b89431fcd9d8139c1618ea4384721cf73294fb27ce61182fcc3,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.698015,52.489647,On or near HOLLY HILL,E01030259,Waveney 001D,Investigation complete; no suspect identified
cbc5636d9e4eb3b37f3c7c87e468aa43afcd956aef08a887bcc61fdaa5a7afe6,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.191435,52.069922,On or near ROSS ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
d77d18b39481e3d5eecdcdcb522eb99b710bd0575704980e9c617bb05162750e,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.191435,52.069922,On or near ROSS ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
764ed2adca8808432fbeec95e44c2d3a68f54a680ccb2e7353b4d1eac6dc699c,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.183041,52.061677,On or near WOODBRIDGE ROAD,E01030002,Ipswich 008A,Investigation complete; no suspect identified
e655cbc6a3c990342f25cfb954e98aea93b4997740a525ba3ddea700f558437b,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.131818,52.039486,On or near HOLYROOD CLOSE,E01030020,Ipswich 015D,Investigation complete; no suspect identified
30d1ddce905c01b1145c8da48d8c57262e02e1bc79f26fad3608b8434500a886,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.132389,52.067028,On or near Supermarket,E01030022,Ipswich 006A,Investigation complete; no suspect identified
8080a5337bc446ad2c26c6cbe08bb2cc11d6996e3c2c24d1d84dd9324c631784,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.015142,52.171860,On or near ERNEST NUNN ROAD,E01030078,Mid Suffolk 010E,Investigation complete; no suspect identified
34c205bb592b3268dd35d41149b4eaa92ba01d9364e563ae0f2ae99eabdb24a9,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.322043,52.277106,On or near B1118,E01030090,Mid Suffolk 003C,Investigation complete; no suspect identified
a17e69230cf56c34a976d8512f10e49d6ecbe44dbe1f6c41e4b4f39522d9028d,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.421950,52.085478,On or near STIRLING DRIVE,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
514371d5b3ebf876ef2b1aaa40259a04dd7d15668fd8711e1b9cf959e92c1929,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.548631,52.167759,On or near Petrol Station,E01030150,St Edmundsbury 010C,Investigation complete; no suspect identified
062e48c2d2ed68d31c589cf8def414d6c1bc344cc78c2bd950f025f1054b463c,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.287426,52.198101,On or near LOW LANE,E01030154,Suffolk Coastal 002A,Investigation complete; no suspect identified
960149a05a9594833271a4a3efe0545f9048ad477381a9729b2c576aa51bb20a,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.335339,51.951256,On or near ORFORD ROAD,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
c2600a6113296e7769cacc9b9b5e8939c514c42788c258ff1ae00e1029a61926,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.214103,52.053908,On or near LARKHILL RISE,E01030204,Suffolk Coastal 011C,Investigation complete; no suspect identified
d060ec066e0026d4013e8317461a11d1c3bee672a82dc41b610878b869fa65f7,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.750541,52.481794,On or near REEVE STREET,E01030249,Waveney 004C,Investigation complete; no suspect identified
a3e11a2ee445ef8a9d5f951e1339d878ae8e051f24e9048710773804682d2c60,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.159845,52.068355,On or near PARK NORTH,E01030008,Ipswich 005B,Investigation complete; no suspect identified
bdf781fca99c0d28290bc56048cbb8846b963f26a1eb7c1d08cfb96dbe4d3ac3,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.139760,52.061238,On or near STOPFORD COURT,E01030023,Ipswich 006B,Investigation complete; no suspect identified
ce0fd5eb5e0d56938006a2c57b29f9f9ccce7962f5ac26c2a36c37b75e2b8ff8,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.129378,52.080312,On or near BURNS ROAD,E01030032,Ipswich 001A,Investigation complete; no suspect identified
2361fdc268f558f8a902931cf43b751d89e164fabe968d6e8aa115781b6c3361,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.981655,52.192542,On or near GAINSBOROUGH ROAD,E01030072,Mid Suffolk 009C,Investigation complete; no suspect identified
16e58d56af8c9a77f788d1f7ae4e2833754ebf632f7cd5ad7ef40fc4c546d24e,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.000669,52.174801,On or near CHATTISHAM CLOSE,E01030078,Mid Suffolk 010E,Investigation complete; no suspect identified
063cc1080e4ede338d1ce8c0af2a432fbc5b8583b5ed2258fc04f31c44430637,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.429758,52.083033,On or near ST BOTOLPH'S WAY,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
35f0d5893495b6ae330463d0435edae2adfba4b58e72b74e2736c906f99c1d35,2012-11,Suffolk Constabulary,Suffolk Constabulary,0.426983,52.079241,On or near LEATHER LANE,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
e4f34224a17aa940c45d8011e8cad8e1bf11ccdf99ab1a98752f5a972cc62185,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.327297,51.959210,On or near CLONCURRY GARDENS,E01030171,Suffolk Coastal 012A,Investigation complete; no suspect identified
2bb71c6bce19642eec3d242a0597b52ed7815bcbf6c5821d102e3a730ee689bb,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.321665,52.095489,On or near THE THOROUGHFARE,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
ad68e1e48b0836766b282ee9b951f4f565594068902e5aa1c36fed027d885182,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.745484,52.475865,On or near TRAFALGAR STREET,E01030265,Waveney 004F,Investigation complete; no suspect identified
8f126eb69c6dd6b38483a4eb57b77425103ef87bb7acc122cfe9af87a32623cc,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.737939,52.457431,On or near WILSON ROAD,E01030276,Waveney 007E,Investigation complete; no suspect identified
aed59ada8c7b0e8f7670972086fdda992b312b5ba48ceefb83cea2d02c2d18c8,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.730004,52.493814,On or near CONISTON WALK,E01030278,Waveney 003D,Investigation complete; no suspect identified
16c35de969a98b594ae1bfa2f71620a147ac609933185d9df69018e3db7b0bb8,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.155995,52.058268,On or near Nightclub,E01033129,Ipswich 007H,Investigation complete; no suspect identified
36a1ce917816383b312f650038635c3805cc8af54b9499a28245212e1ad9eccc,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.181523,52.033765,On or near RUBENS ROAD,E01029979,Ipswich 016B,Investigation complete; no suspect identified
4d70ef28e5724feea39388c2f7db09e832f212d419595b5d27cb0547a7a7a62f,2012-11,Suffolk Constabulary,Suffolk Constabulary,1.192266,52.045166,On or near RAMSGATE DRIVE,E01029996,Ipswich 014D,Investigation complete; no suspect identified
