Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
408c76622cae285334c2e4aa20f2c2fe4399e4e097f04fe1c53215a382e27e89,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.149490,52.052488,On or near GRAFTON WAY,E01033124,Ipswich 007F,Suspect charged
2f26eab1f5d1dcf3a3025cd5b2e0cdf891e98ffeb6deacd2e1f5a7574f96a538,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.156195,52.056545,On or near UPPER BROOK STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
28772abd0fa0f28145177ef8c4b4763ae34d7c49b01aa356b51473d2b217e770,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.742132,52.475603,On or near HERVEY STREET,E01030265,Waveney 004F,Investigation complete; no suspect identified
2b8025ce6856e97e20575eb40319150f293c1275de5b8d4382a96b125f528124,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.752254,52.475444,On or near Shopping Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
5edd069ee0c476876a5d0d1079e0dd3900273733c5f6d2342937d3894e3b89a5,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.741493,52.477269,On or near NORWICH ROAD,E01030265,Waveney 004F,Investigation complete; no suspect identified
16ff59f2827b46b081d5c54164af629af8c2a67b4572fcb809539b7db8f42a44,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.748571,52.245140,On or near BUTTERCUP CLOSE,E01033050,St Edmundsbury 005G,Suspect charged
1fbd46cd37ce5facc597905ab64cb186c7b15ea52644eae61f847fb4aca3324a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.184086,52.033722,On or near QUEENSBERRY ROAD,E01029978,Ipswich 016A,Investigation complete; no suspect identified
c4442d7d7d13e28b4d7abc217ce96c9f55f9f9f29cc58ab16c4c210e879044a2,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.162629,52.061085,On or near HERVEY STREET,E01030010,Ipswich 005D,Suspect charged
9f78b814da1c3aafe40faadafbcce49c1e2519914d0b8ccd4022099a0a3dd608,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.522170,52.450776,On or near B1062,E01030286,Waveney 011B,Investigation complete; no suspect identified
6cf7a4ebb1cafc72aac1e23be7b89e21ad9a6c3260514baa877361ea39d3c54e,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.189281,52.059565,On or near Petrol Station,E01030003,Ipswich 008B,Local resolution
2e9fa11e434e856612d560f1e3217e045aff4b30c1140e33604d4d581391b3ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.113298,52.045392,On or near GREENFINCH AVENUE,E01030014,Ipswich 013C,Suspect charged
2e9fa11e434e856612d560f1e3217e045aff4b30c1140e33604d4d581391b3ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.113298,52.045392,On or near GREENFINCH AVENUE,E01030014,Ipswich 013C,Suspect charged
2e9fa11e434e856612d560f1e3217e045aff4b30c1140e33604d4d581391b3ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.113298,52.045392,On or near GREENFINCH AVENUE,E01030014,Ipswich 013C,Suspect charged
2e9fa11e434e856612d560f1e3217e045aff4b30c1140e33604d4d581391b3ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.113298,52.045392,On or near GREENFINCH AVENUE,E01030014,Ipswich 013C,Suspect charged
e6452d106dd6c39cac970cbf6fa6850259068fe11093d529828d2a0f257086ee,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.128724,52.041331,On or near MAGDALENE CLOSE,E01030018,Ipswich 015B,Investigation complete; no suspect identified
7b017147ae965e2ae9942164802d42d23e500a8c684600c70ab4fbb1a3c56876,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.501598,52.340487,On or near Petrol Station,E01030244,Waveney 015C,Offender given penalty notice
80b27d95effc4e8bd6e1037939603a1ad758f3f76b6a751666f98c704312d84b,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.166713,52.056937,On or near Sports/Recreation Area,E01029962,Ipswich 007E,Investigation complete; no suspect identified
7eddbff0c8f39f276add94f7f0b483374e631b7a05e3640bc3723de4b00d1566,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.729052,52.234792,On or near BYFIELD WAY,E01030144,St Edmundsbury 009D,Suspect charged
6cba87733103b965366eb7c935a3adb5e175fba5e1abba2618b598c72daf1d9b,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.729052,52.234792,On or near BYFIELD WAY,E01030144,St Edmundsbury 009D,Suspect charged
50257880710a54f49fa9b471f881548cc87eb710d54f33f4faf45eed968faad6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.711402,52.457386,On or near ELM TREE ROAD,E01030288,Waveney 006E,Investigation complete; no suspect identified
e5da3f9da1bf25722362f35c8ecd88b312504d2518b432218361fdf72d0e8efb,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.670696,52.337120,On or near NICHOLAS DRIVE,E01030284,Waveney 014C,Investigation complete; no suspect identified
