Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Detached house,.372569057823572,.0714591210479993,8526
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Flats/maisonettes,.566776189058784,.113255080592204,4552
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,House,.441705430797514,.0428507060255034,28305
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Other accommodation,0,0,100
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Semi-detached house,.440037570131349,.0688300757321669,10194
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Terraced house,.496221636857166,.0789096501954007,9585
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,20% least deprived,.383013763478888,.102259505186846,6152
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,20% most deprived,.575117272813197,.0995801939822479,5819
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,Deciles 3 - 8,.446444849954389,.0511522130356756,18611
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,East Midlands,.427356674661628,.114289681099834,3126
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,East of England,.394101544639999,.106414699736254,3956
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,England,.46009163992409,.042146218462841,30582
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,London,.413504037282578,.107935728703722,3307
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,North East,.586628151587039,.173175667910939,2118
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,North West,.44707576506723,.114236271007116,3893
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,South East,.339819047173981,.0958888508774164,4316
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,South West,.361707266663893,.104292374579992,3699
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,Wales,.442923586122125,.140032911919462,2733
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,West Midlands,.465487408088204,.122742821775158,3180
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,gor,Yorkshire and The Humber,.873567199207569,.212002932103103,2987
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Full-time students,.950685920005395,.711234927486935,419
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Intermediate occs,.423506943898036,.0811427651698362,7361
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Managerial and professional occs,.417741910309365,.0593782213741587,12672
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Never worked and long term unemployed,.893205627735653,.335639125401327,1005
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Not classified,.669781780855582,.469294233898681,281
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Routine and manual occs,.456978152798186,.0639143768097017,11577
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive,.521997052490767,.0686664245211944,12802
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: long-term/temp sick/ill,1.43852260386064,.331573614367839,1342
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: looking after family/home,1.69212406287487,.45911706540465,916
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: other,0,0,285
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: retired,.285991594319981,.0555672749958879,9953
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: student,.402130747218286,.401662884173332,306
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Employed,.419795253750386,.0505534179625303,19942
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Unemployed,.576634676934768,.341750134965523,524
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,16-24,1.34090915455992,.440105662697708,1002
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,25-34,.698291347956195,.126647118488995,4215
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,35-44,.399323803718374,.0842022190576177,5627
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,45-54,.50407467713817,.0907121484888564,6545
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,55-64,.371320012074516,.0833709360899599,5748
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,65-74,.342853132171523,.079958676101673,5620
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,75+,.183635048800746,.0664779446585274,4558
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpsex,Female,.615305358106094,.0731562324515263,13580
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,hrpsex,Male,.353342403586769,.044596598228487,19735
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,incivgrp,High,.497169381480001,.174961176866931,1461
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,incivgrp,Low,.459403374471718,.0416821309781333,31496
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Constrained city dwellers,.826684923233026,.195877514787509,2268
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Cosmopolitans,.831530470424287,.338473986718343,1048
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Ethnicity central,.669644670112217,.207673027539466,1465
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Hard-pressed living,.459762140964288,.0849702538462893,6612
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Multicultural metropolitans,.519687291522541,.121802321553911,3697
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Rural residents,.261059994240772,.0751524521264488,4511
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Suburbanites,.34891273454002,.0732230599419025,7359
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Urbanites,.360586292165805,.0757764635222325,6355
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,rural3,Rural,.227808828981658,.0563721854371526,7572
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,rural3,Urban,.512847693525548,.0481016569021827,25743
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,Children,.426540803068387,.083897063218242,6899
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,Lone parent,1.10919965815947,.263180892803109,1668
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,No children,.427258306601171,.0461209698747692,24748
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Owners,.336978090647097,.0429269921945759,21752
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Private rented sector,.703400872093304,.119597542375702,5992
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Renters,.670705263329771,.0821707531083123,11422
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Social rented sector,.631490378433351,.106532115476248,5430
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,Total,Total,.459135707822317,.0404606061089727,33315
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"10,000-19,999",.478681581995694,.0868400036882003,6804
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"20,000-29,999",.261983998718589,.0767025826859485,5010
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"30,000-39,999",.369414170695298,.104088883270594,3738
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"40,000-49,999",.596097365515056,.195072261678172,2687
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"50,000 or more",.371019697169713,.0829856366579728,5656
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,No income stated or not enough information provided,.500519720249889,.0978660714069177,5529
2015,2,albenl_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"Under 10,000",.736707571446172,.142313572896964,3886
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Detached house,1.16521939864248,.120634399337992,8526
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Flats/maisonettes,1.07461177960371,.154964483852737,4552
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,House,1.20520166337702,.0697708855645229,28305
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Other accommodation,0,0,100
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Semi-detached house,1.12594339736306,.113208062170723,10194
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,accharm3,Terraced house,1.31452337412953,.126449653890113,9585
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,20% least deprived,1.00459204437813,.1295720987523,6152
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,20% most deprived,1.34497000251949,.154971289433815,5819
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,depremp3,Deciles 3 - 8,1.16001317451434,.0851216854002688,18611
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,East Midlands,1.02408325281031,.182704321158434,3126
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,East of England,.873980978258621,.148533409744001,3956
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,England,1.16740023278313,.0648979070014896,30582
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,London,1.48697258051784,.21774335826652,3307
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,North East,.818340027753926,.223480813054956,2118
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,North West,1.00972016040269,.17157153990169,3893
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,South East,1.1240741169278,.166139281717548,4316
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,South West,.909232753363439,.153681262380167,3699
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,Wales,1.31359709529769,.252418233297452,2733
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,West Midlands,1.03441567508081,.188222272980909,3180
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,gor,Yorkshire and The Humber,2.02346301959067,.255692942305323,2987
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Full-time students,1.47887537137814,.623090158964369,419
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Intermediate occs,1.22435941457668,.143794427267415,7361
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Managerial and professional occs,1.17765655284817,.0997060207336527,12672
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Never worked and long term unemployed,1.87155629484287,.452677809809988,1005
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Not classified,.480718891596269,.479510257480213,281
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,h10sec4a,Routine and manual occs,1.08022913396424,.10240282182031,11577
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive,.982315811644689,.09413951849248,12802
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: long-term/temp sick/ill,1.95604063245032,.416932920318827,1342
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: looking after family/home,1.9450352400101,.477018317539489,916
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: other,.159259771973212,.159374221635751,285
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: retired,.755098853287675,.0928795051755357,9953
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Economically inactive: student,1.1602993780549,.672270437396345,306
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Employed,1.29166110753095,.0849830898312753,19942
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hemploy2a,Unemployed,1.23217905615433,.473611460091894,524
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,16-24,1.78439474391328,.429785166361742,1002
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,25-34,1.25998815705015,.191174707478336,4215
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,35-44,1.54641599141636,.172370733898532,5627
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,45-54,1.17127145980889,.138803372556279,6545
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,55-64,.997776874369601,.138440112936387,5748
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,65-74,1.08780443238708,.143586058424138,5620
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpage7,75+,.739562392262908,.136046116951469,4558
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpsex,Female,1.24715352200486,.0996777280578541,13580
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,hrpsex,Male,1.1270281812783,.0812918763518904,19735
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,incivgrp,High,1.54228564129473,.339947040232329,1461
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,incivgrp,Low,1.16080680505165,.0648234713608049,31496
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Constrained city dwellers,1.29982765063489,.238231126704968,2268
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Cosmopolitans,1.49036447734812,.455475772151404,1048
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Ethnicity central,1.24979469127173,.288247982837125,1465
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Hard-pressed living,1.30083024280773,.149242761691979,6612
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Multicultural metropolitans,1.82775699733802,.232070562800434,3697
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Rural residents,1.10266221975085,.170376388554474,4511
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Suburbanites,.89149411121016,.115552165049115,7359
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,oa_sup11,Urbanites,.823639822498705,.113065734148999,6355
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,rural3,Rural,1.06149872819769,.120651696249044,7572
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,rural3,Urban,1.20202008052091,.0719885203714714,25743
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,Children,1.24964652827823,.136632782413979,6899
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,Lone parent,1.70741133109517,.322047336324237,1668
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,struct4,No children,1.12004289547181,.0719715393603788,24748
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Owners,1.12678946277437,.0734712010933492,21752
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Private rented sector,1.19526471649343,.155303222982431,5992
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Renters,1.26409625861429,.113396637713166,11422
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,tenharm,Social rented sector,1.34665232970733,.166147632118094,5430
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,Total,Total,1.17554060068204,.0627976760896622,33315
2015,2,albuel_p,Household,Prevalence rate,England and Wales,All households, , ,tothhin3,"10,000-19,999",1.0179358535801,.12744683332223,6804
